[204] N:37.523720 - E:139.939293 / MAC address: 18:FE:34:F8:0B:DC / RSSI: -70 / Time: Sat May  6 20:03:26 2017
[205] N:37.523722 - E:139.939293 / MAC address: B8:81:98:C5:55:D5 / RSSI: -83 / Time: Sat May  6 20:03:27 2017
[206] N:37.523727 - E:139.939300 / MAC address: A4:17:31:1E:00:63 / RSSI: -58 / Time: Sat May  6 20:03:27 2017
[207] N:37.523730 - E:139.939300 / MAC address: A4:17:31:1E:00:63 / RSSI: -58 / Time: Sat May  6 20:03:27 2017
[208] N:37.523733 - E:139.939302 / MAC address: A4:17:31:1E:00:63 / RSSI: -59 / Time: Sat May  6 20:03:28 2017
[209] N:37.523737 - E:139.939305 / MAC address: A4:17:31:1E:00:63 / RSSI: -59 / Time: Sat May  6 20:03:28 2017
[210] N:37.523737 - E:139.939313 / MAC address: BA:DD:14:84:DF:B4 / RSSI: -37 / Time: Sat May  6 20:03:30 2017
[211] N:37.523737 - E:139.939315 / MAC address: BA:DD:14:84:DF:B4 / RSSI: -40 / Time: Sat May  6 20:03:30 2017
[212] N:37.523737 - E:139.939313 / MAC address: BA:DD:14:84:DF:B4 / RSSI: -63 / Time: Sat May  6 20:03:30 2017
[213] N:37.523738 - E:139.939313 / MAC address: 18:FE:34:F8:0B:DC / RSSI: -70 / Time: Sat May  6 20:03:31 2017
[214] N:37.523743 - E:139.939312 / MAC address: 18:FE:34:F8:0B:DC / RSSI: -70 / Time: Sat May  6 20:03:31 2017
[215] N:37.523745 - E:139.939312 / MAC address: BA:DD:14:84:DF:B4 / RSSI: -41 / Time: Sat May  6 20:03:31 2017
[216] N:37.523748 - E:139.939313 / MAC address: BA:DD:14:84:DF:B4 / RSSI: -36 / Time: Sat May  6 20:03:31 2017
[217] N:37.523753 - E:139.939317 / MAC address: BA:DD:14:84:DF:B4 / RSSI: -35 / Time: Sat May  6 20:03:31 2017
[218] N:37.523765 - E:139.939318 / MAC address: BA:DD:14:84:DF:B4 / RSSI: -37 / Time: Sat May  6 20:03:31 2017
[219] N:37.523775 - E:139.939320 / MAC address: BA:DD:14:84:DF:B4 / RSSI: -41 / Time: Sat May  6 20:03:31 2017
[220] N:37.523783 - E:139.939322 / MAC address: 50:7A:55:0B:A7:83 / RSSI: -35 / Time: Sat May  6 20:03:32 2017
[221] N:37.523790 - E:139.939325 / MAC address: 70:18:8B:80:C9:E3 / RSSI: -32 / Time: Sat May  6 20:03:33 2017
[222] N:37.523802 - E:139.939330 / MAC address: 70:18:8B:80:C9:E3 / RSSI: -42 / Time: Sat May  6 20:03:33 2017
[223] N:37.523808 - E:139.939330 / MAC address: B4:B6:76:D6:3E:1D / RSSI: -85 / Time: Sat May  6 20:03:34 2017
[224] N:37.523812 - E:139.939330 / MAC address: 70:18:8B:80:C9:E3 / RSSI: -44 / Time: Sat May  6 20:03:34 2017
[225] N:37.523815 - E:139.939332 / MAC address: 70:18:8B:80:C9:E3 / RSSI: -44 / Time: Sat May  6 20:03:34 2017
[226] N:37.523828 - E:139.939338 / MAC address: 70:18:8B:80:C9:E3 / RSSI: -67 / Time: Sat May  6 20:03:34 2017
[227] N:37.523832 - E:139.939340 / MAC address: 08:ED:B9:71:D6:C1 / RSSI: -83 / Time: Sat May  6 20:03:37 2017
[228] N:37.523832 - E:139.939340 / MAC address: 08:ED:B9:71:D6:C1 / RSSI: -86 / Time: Sat May  6 20:03:37 2017
[229] N:37.523833 - E:139.939337 / MAC address: B8:81:98:C5:55:D5 / RSSI: -85 / Time: Sat May  6 20:03:37 2017
[230] N:37.523837 - E:139.939328 / MAC address: 18:FE:34:F8:0B:DC / RSSI: -69 / Time: Sat May  6 20:03:37 2017
